,textOriginal,cluster
2128,"even if you are gold, you are worth nothing to people as long as you show your arrogant Russian face when you stepped in US and seems oh Im perfect .. I personally hope down with you",3
2129,"thank uuuu!!! so much why I am learning English ? because it's opening doors and opening my world , as you said communicating with more people and helping and  I am so happy in this trail chosen ¡¡¡ thank you so much for this fantastic video Marina , and u know it , we are creators ¡¡¡",1
2131,don't point to people!),3
2132,Superb location,1
2135,Love it,1
2136,Anyone that I know that and learn that will show me no more so show me hello in tho school ha ha I didn’t have school or will I have school?,1
2137,marina please make a video related to the SAT english please,1
2139,Hello from India,3
2141,I called eggplant brinjal and candy toffee😅😅,2
2142,"The saddest thing is that I want to learn British,but instead I only learn American",4
2143,"So ""I'm in cycle Or bike "" Is correct?",3
2146,I understand but can't speak in fluency,3
2147,I came to learn English and you are talking with English 😂,4
2149,I’m British and I say eggplant tho,2
2150,Namashkar ❤ This is the first video of yours that I have watched I truly love the whole video it gave me the feeling like 'I was totally watching a Flim ' your video gave me so much positivity ❤.My name is Ankita and I am watching it from India ❤😊,1
2152,Wtf is bringal then,3
2155,I speak american,4
2156,Americans would say di-,4
2157,"I thought 
🥒= cucumber 
📱= phone",0
2158,Very good then thanks for your tutorial ❤,1
2159,"Who said brinjal instead of eggplant or aubergine. 
👇❤",2
2160,Ma'ma your smile is amazing you know I am so happy because your all videos is interesting and very helpful me,1
2161,"American:Cookie
British:Biscuit
.
.
  Indian :Bis-CUUD

          
.
.",0
2162,Le me : who thought in british we say toffee😅😅,4
2163,"If you want to sound american, think lazy. Seriously. Dont overpronounce things, just try to say it as shortened as possible with minimal effort. Once you become a pro you can move on to nonsensical sounds for communication like ""bruh"" or ""aight""",4
2164,Thank you for this video. I believe your words are gonna help many of us .This is so motivating. I also wish to speak good English one day and interact with people from all across the world. I hope one day even   my words would also have some influence on others !❤️,1
2166,"Americans: eggplant
British:Aubergine
ME: baingan",2
2167,blud litterly telling me that i speak american,4
2168,"American eggplant
British Aubergine
Indian bringal",2
2169,My bestie told me I’m slowly becoming American 😂,4
2172,"hello Marina, I am from Indonesia. my English is not good but I want to learn it to be a better person expecially in English language, its so cool that I can meet your videos, I start to studying English again and you are make me motivated to improve my English skill. I really enjoy your videos and really like your pronounciation. thanks Marina.",1
2173,Any one from Pakistan??????😊,3
2174,Then why do we use I am on a cycle or I am on a bike?,3
2175,Want to have friends to practice my English,1
2176,"I've been following Linguamarina for 3 days.
I've been following Liguamarina since September 28, 2023",1
2177,"Neither are pure English. The way we talk now, today is slang.",4
2178,"🇬🇧 : Bill
🇺🇸 : Notes
Me : Money 👽👽",3
2179,"This is amazing,  lov itt❤",1
2181,almost everything both,3
2182,"I study English at the University and I need to learn the 4 skills speaking, listening, writing and reading 😅",1
2183,Im both😂,3
2184,"your accent became almost American or something

I watched American movies with people at restaurants, there's always one person speak at a time",4
2185,hey i said cucumber insted of eggplant🤣😂🤣😂🤣,0
2186,what's her ethnicity?,3
2187,"Hi marina, I am from China, your meditation deeply affect me and let me realise there are many magical things in learning english, not only the english exam.",1
2188,Please teach about either,1
2189,"1-after the argument, he got dropped from the team. (dışlandı, çıkarıldı)
2- to be able to: 
    1. birşeyi yapabilme yeteneği 
    2. birşeyi yapabilme fırsatı bulmak: I was thrilled to be able to visit Paris for the first time. (çok heyecanlandım / çok mutlu oldum ziyaret edebilme fırsatı bulduğum için)
3- in person: yüz yüze: They were thrilled to be able to interview the famous actor in person.  
4- passive voice: olayın veya durumun önemini vurgulamayı amaçlar kişiler belirtilmez ya da geri plana atılır.
    1. a delicious meal was cooked by the chef. 
    2. a new bridge is being built by them. 
    3. he was given a bonus for completing the project ahead of schedule. (prim)
5- ahead of: öncesinde, önünde, önde 
    1. we finished the project ahead of schedule. (planlanan tarihten önce)
    2. she arrived at the meeting ahead of everyone else. (herkesten önce geldi)
6- She received a promotion for the outstanding work performance. (terfi aldı, olağanüstü)
7- he took a break for work related stress.
8- he was fired from job for being constantly late.
9- Apologize 
    1.  Apologize to (someone): He apologize to his boss for being late. ya da I apologize to you. 
    2.  Apologize for (something): She apologized for her rude behavior. ya da I apologize for not hearing you.
10. Travel
    1. Travel to (somewhere): I will travel to Paris next week. ya da She loves to travel to exotic destinations. (to travel to)
    2. Travel for (something): I'm traveling to Paris for a business meeting. 
11. Destination: varış noktası
    1. the flight departed on time, and our destination was New York City. 
    2. They decided to make Paris their permanent destination. 
    3. A preparation was made for me at the destination.",3
2190,thanks for your so elucidative explanation...,1
2191,We're are you from mam,4
2192,"Thanks a lot :) I just explored your channel. I was all ears really, because I am in trouble with memorizing words.",1
2193,"Half american 
Half british




Half English invented by myself",4
2194,"Marina ,are you Russian?",3
2195,I said all in American English but last one began,4
2196,I'm fighting with learning of English Alone ..,1
2197,Me for the last one:pen-💀,3
2198,"i have a dream like u to move to England ,  but don't have money, help me please",4
2199,And also there is Gender confusion 😂😂,3
2200,"I've been following Linguamrina for 4 months.
I've been following Linguamrina since July",1
2201,"Americans:eggplant
Britishers:aubergine
Me:dick",2
2202,Neither candy not sweets only toffee,0
2203,"A crew of men
A crew of Women
Cacti and Cactuses
A Crowd of People
A Nest of Mice
A row of Teeth",3
2204,"The Earth 🌎.Piece dunked in lot Theme... Conquest. Sharp Brush rolled across Dust Net, QUIZZ spider toes filled SUCH Blank rows....Mass Column exploited upon MUCH quotes, X sword,Verb manner. flows. Red blond green blown Wild Wind to Bare Night,  breaths switched in  mare Sticked..Half DOC...SET
Whole Mind slurped ZIP Team Trip... Feat.C Pocket
LEPpers curved BIP"" Siri hitting nake Work list Bells cancelled by Mess GUM chilled...

Smoke nailed Dark Button stress MID MONTH...WILL Rested
 Sailed vs GIN

NON DAY NOR MAY.Phrases""..Strings
 FED?

BANA( BALLAD )Plush Tweet MORE NUT AGE Chored MAY NOT Back ""LESS???

LINDSAY WALLET BOOK 📖📖 READING FLAT JOURNEYS SALARY",0
2205,"I cant assure u as a British person we never say: nOc nOc dew yew have a nAappee I can bOrrow?

We just say: oi got a nappy?

Literally we don’t all speak posh we use slang like-",4
2207,"Indians be like

*Bhai ye kya huya!?*
If u r not indian it means
Bro what the hell!?",4
2208,"Me:
🚛: truck
🍬: loli
🍪: both
👕: both
🍆:pen- jk
🍆: eggplant",0
2209,"In Uzbekistan we call it ""Taglik""😅",3
2210,Plz provide me the pdf,1
2212,I say candy but i am british english.. and in cookie i say both I SAY SWEATER NOT JUMPER  ....i dont say aubergine i say brinjal   BTW i am from india,0
2213,I said toffee 💀,3
2215,American,4
2216,american english,4
2218,"Her : American English - zucchini
British English - courgette


Me as Indian 💀

Cucumber",0
2219,Hey Marina. I'm from Uzbekistan.Thank you so much🥰🥰 that you inspired so many people all over the world to learning an English language,1
2220,but you just said i understand you all the time,3
2222,Wow ur british and american  both accent is nice 😮😊😊🎉🎉🎉❤❤❤,4
2223,"I wanna to learning English, whether it's an American dialect or a British dialect.",4
2224,"“would you mind taking a photo of me”
The better answer should be
“Absolutely not!” 😭😭",3
2225,"American Candy British sweets
Me toffee
American eggplant British I don't know what they said
Me brinjal baingan
American cookie
Me biscuit
British lorry American truck
MI Kude wali gadi😅",0
2228,"FOR
1- reading books to children has significant educational benefits.
2- employee benefits (çalışan avantajları)
3-  I quit eating junk food to improve my health. 
4- she never quits, no matter how difficult the challenge is. ( no matter: ne olursa olsun)
5- no matter ehat happens, I'll always be there for you.
6- She's determined to succeed, no matter how difficult the journey.
7- She succeeded despite the challenges. (zorluklara rağmen)
8- Despite the challenges they faced, they never gave up. ( karşılaştıkları ....... asla vazgeçmediler)
9- you've been modest. (mütevazisin)
10- she scheduled an appointment with her manager to discuss her project. (randevu ayarladı)
11- she offered to help me move this saturday, nevertheless I would rather reschedule it to sunday when I have more free time.(teklif etti, ertelemeyi tercih ederim.)",1
